id,sent0,sent1,gold
train_08955,i drink coke with a straw,i drink coke with a chopstick,1
train_08956,the knitting wool enjoys playing cats,the cat enjoys playing knitting wool,0
train_08957,she takes attractive selfies with her smartphone,she takes attractive selfies with her headphone,1
train_08958,i buy a boyfriend for my sister,i buy a ring for my sister,0
train_08959,His father got angry because he failed the math exam,His father got excited because he failed the math exam,1
train_08960,I go to the museum to get my clothes cleaned,I go to the museum to see paintings painted by famous artists,0
train_08961,Bob bought chocolate for his girl friend on Valentine's Day,Bob bought chocolate for his enemy on Valentine's Day,1
train_08962,French fries are made of oranges,French fries are made of potatoes,0
train_08963,Earth is the most suitable homeland for human beings,Mars is the most suitable homeland for human beings,1
train_08964,Harry stoops down to throw the basketball into the basket,Harry jumps high to throw the basketball into the basket,0
train_08965,I'm thirsty so I drink freshwater,I'm thirsty so I drink seawater,1
train_08966,Alice is running on the sea,Alice is running on a playground,0
train_08967,Bob looks painful because he hurts his fingers,Bob looks delightful because he hurts his fingers,1
train_08968,Maria coughs when she breathes in fresh air,Maria coughs when she breathes in haze,0
train_08969,African lions enjoy eating meat,African lions enjoy eating grass,1
train_08970,I graduated from college at the age of 3,I graduated from college at the age of 22,0
train_08971,Bears stay in caves during hibernation,Bears stay underwater during hibernation,1
train_08972,Alice go to the bathroom for repletion,Alice go to the bathroom for excretion,0
train_08973,I went underwater and held my breath,I went underwater and took a deep breath,1
train_08974,Dogs can feed blood to their young ones,Dogs can feed milk to their young ones,0
train_08975,Frank goes to the bank to save money,Frank goes to the bank to save people,1
train_08976,Jack can read books before learning basic words,Jack can read books after learning basic words,0
train_08977,Kids fly kites in a windy day,Kids fly kites in a windless day,1
train_08978,students like it when teachers let them go later,students like it when teachers let them go early,0
train_08979,the big hand on a watch shows the minute,the big hand on a watch shows the day,1
train_08980,he maintained balance and fell to the ground,he lost balance and fell to the ground,0
train_08981,he bought his new coat at the clothing store,he bought his new coat at the grocery store,1
train_08982,the traffic light turned white from red,the traffic light turned green from red,0
train_08983,she smells nice after a shower,she smells terrible after a shower,1
train_08984,he put on a t-shirt and go skiing,he put on a sweater and go skiing,0
train_08985,he received many gifts at his birthday party,he received many complaints at his birthday party,1
train_08986,he surfed the sea to check his email,he surfed the web to check his email,0
train_08987,I gave him some advice on his future career,I gave him some review on his future career,1
train_08988,she planted a tree in her bedroom,she planted a tree in her yard,0
train_08989,the policeman put the suspect in jail,the policeman put the witness in jail,1
train_08990,he printed out the form and crossed out the blanks,he printed out the form and filled in the blanks,0
train_08991,the turtle deposited the eggs it laid on land,the turtle broke the eggs it laid on land,1
train_08992,the shipowner adjusted the wind to go faster,the shipowner adjusted the sail to go faster,0
train_08993,he lit the cigarette and began to smoke,he extinguished the cigarette and began to smoke,1
train_08994,the bride got a bouquet after the wedding,the bride threw a bouquet after the wedding,0
train_08995,she put her earrings back to the jewelry box,she put her earrings back to the seasoning box,1
train_08996,a short lunch break from work makes me eat slowly,a short lunch break from work makes me eat quickly,0
train_08997,every time I got a reply when he received my letter,every time I wrote a reply when he received my letter,1
train_08998,they were not satisfied with each other and got a marriage,they were not satisfied with each other and got a divorce,0
train_08999,the waiter gave him a menu to order food,the waiter gave him a bill to order food,1
train_09000,he lit a torch to see in the daytime,he lit a torch to see in the nighttime,0
train_09001,I put all my stuff in the luggage to travel,I put all my stuff in the drawer to travel,1
train_09002,he used a blow dryer before he washed his hair,he used a blow dryer after he washed his hair,0
train_09003,he used spoons to eat soup,he used chopsticks to eat soup,1
train_09004,DVD can be used to search for information,DVD can be used to store information,0
train_09005,I ate lemon and my teeth turned yellow,I ate watermelon and my teeth turned yellow,1
train_09006,she took off socks and washed her hands,she took off gloves and washed her hands,0
train_09007,the cow jumped over the fence and escaped,the cow jumped over the moon and escaped,1
train_09008,he left her a lot of bills in his will,he left her a lot of money in his will,0
train_09009,the little girl tiptoed and rang the bell,the little girl squatted and rang the bell,1
train_09010,he stretched out on the economy class of the flight,he stretched out on the first class of the flight,0
train_09011,he walked through the hallway to another room,he walked through the railway to another room,1
train_09012,the ground was covered with sugar overnight,the ground was covered with snow overnight,0
train_09013,the bouquet of flowers is in the middle of the table,the garden of flowers is in the middle of the table,1
train_09014,Tom wore pajamas for a job interview yesterday,Tom wore a suit for a job interview yesterday,0
train_09015,she put the guitar on the top of the shelf,she put the guitar on the top of the mountain,1
train_09016,he ate some sleeping pills in order not to fall asleep,he ate some coffee beans in order not to fall asleep,0
train_09017,Asia is the biggest continent in the world,Atlantic is the biggest continent in the world,1
train_09018,her new song was popular on the theater screen,her new movie was popular on the theater screen,0
train_09019,it's 12 o'clock and the new year is coming,it's 6 o'clock and the new year is coming,1
train_09020,the bird built a nest on the bottom of the tree,the bird built a nest on the top of the tree,0
train_09021,she turned on the light and the room became bright,she turned on the radio and the room became bright,1
train_09022,he used a surfboard to surf the internet,he used a browser to surf the internet,0
train_09023,he pressed the brake to slow the car down,he pressed the accelerator to slow the car down,1
train_09024,I remember they built a snowman last summer,I remember they built a snowman last winter,0
train_09025,he found he had less money after he paid the bill,he found he had more money after he paid the bill,1
train_09026,she walked to the gas station to refuel her car,she drove to the gas station to refuel her car,0
train_09027,after one year of exercise he became strong,after one day of exercise he became strong,1
train_09028,he folded his umbrella when it started to rain,he opened his umbrella when it started to rain,0
train_09029,she is a vegetarian and refuses to eat meat,she is a vegetarian and refuses to eat food,1
train_09030,he ran out of cola while driving to work so he walked there,he ran out of gas while driving to work so he walked there,0
train_09031,mark is a pilot and he flew an aircraft,mark is a pilot and he assembled an aircraft,1
train_09032,jim wrote a message with a finger on a piece of paper,jim wrote a message with a pencil on a piece of paper,0
train_09033,the businessman went to the airport to catch a plane,the businessman went to the airport to catch a mouse,1
train_09034,he stretched his arms and caught the ball with his feet,he stretched his arms and caught the ball with his hands,0
train_09035,the difference between the twins' birth time is one minute,the difference between the twins' birth time is one day,1
train_09036,he found enough evidence to commit a crime,he found enough evidence to convict a crime,0
train_09037,jim cut his finger with the knife,jim cut his finger with the soap,1
train_09038,tina told her dog to clean the apartment,tina told her daughter to clean the apartment,0
train_09039,jack had bad breath so he ate a mint,jack had bad breath so he ate a garlic,1
train_09040,susan cleaned her room and she had more trash,susan cleaned her room and she had more space,0
train_09041,he ate a hamburger at a fast food restaurant,he ate hot pot at a fast food restaurant,1
train_09042,he felt hungry and went to a gym to eat,he felt hungry and went to a restaurant to eat,0
train_09043,he suspected there was a mouse in the garage so he brought a cat home,he suspected there was a mouse in the garage so he brought a dog home,1
train_09044,as a geographer he created the Earth's surface,as a geographer he studied the Earth's surface,0
train_09045,joe stole some money from his mother's pocket,joe stole some money from his own pocket,1
train_09046,the child looked down to find stars in the sky,the child looked up to find stars in the sky,0
train_09047,he felt like suiciding and the doctor lent him a hand,he felt like suiciding and the doctor lent him a gun,1
train_09048,tom watched fictions on magazines,tom watched fictions on television,0
train_09049,john got up late to take a good rest,john got up early to take a good rest,1
train_09050,susan disconnected the phone to wait for another call,susan hung up the phone to wait for another call,0
train_09051,she bent her knees to jump up,she bent her eyebrows to jump up,1
train_09052,anne dropped a waterfall on the floor,anne dropped an egg on the floor,0
train_09053,the experienced sailor captain the ship,the experienced singer captain the ship,1
train_09054,he looked through a magnifier to observe a cell,he looked through a telescope to observe a cell,0
train_09055,he put on his eyeglasses to see well enough,he put on his shoes to see well enough,1
train_09056,josh stepped into a seashell when he walked along the beach,josh stepped on a seashell when he walked along the beach,0
train_09057,he walked barefoot over smooth glass,he walked barefoot over broken glass,1
train_09058,jefferson forgot to shut up before he did some exercises,jefferson forgot to warm up before he did some exercises,0
train_09059,he received a degree from the university,he received a degree from his family,1
train_09060,james liked his car for a long time everyday,james drove his car for a long time everyday,0
train_09061,tony used his brakes to stop his bicycle,tony used his drakes to stop his bicycle,1
train_09062,she found eagles at the bottom of the sea,she found seahorses at the bottom of the sea,0
train_09063,he used his credit card to pay the bill,he used his id card to pay the bill,1
train_09064,he is the first man born on the moon,he is the first man landed on the moon,0
train_09065,joe slipped on a banana peel,joe slept on a banana peel,1
train_09066,the newborn monkey drinks banana from its mother's breast,the newborn monkey drinks milk from its mother's breast,0
train_09067,carrots make tom sick,carrots make rabbits sick,1
train_09068,josh thought of an idea and wrote a history,josh thought of an idea and wrote a story,0
train_09069,jane drove so fast that she got a speeding ticket,jane drove so fast that she got a movie ticket,1
train_09070,jack ignored his sick friend to check on her,jack called his sick friend to check on her,0
train_09071,he got paid by the boss because of his hard work,he got punished by the boss because of his hard work,1
train_09072,a boat floated in the bowl,a boat floated in the water,0
train_09073,fred turned up the volume of the radio,fred turned up the capacity of the radio,1
train_09074,alex drove the van into the lake,alex drove the van to the lake,0
train_09075,frank brought a can of beer from the grocery shop,frank brought a can of jewelry from the grocery shop,1
train_09076,mary wore a pretty watch to the dancing party,mary wore a pretty dress to the dancing party,0
train_09077,tom fell and broke his arm,tom fell and broke his heart,1
train_09078,he ate his chopsticks with chop suey,he ate his chop suey with chopsticks,0
train_09079,the shower curtain looks good,the shower curtain tastes good,1
train_09080,jamie served delicious food on a laptop,jamie served delicious food on a dish,0
train_09081,he wrote a letter on a typewriter,he wrote a letter on tv,1
train_09082,judy used an earpick to clean between her teeth,judy used a toothpick to clean between her teeth,0
train_09083,suzie bought her parents a new car for Christmas,suzie bought her parents a new car for her birthday,1
train_09084,lily hid behind a hair,lily hid behind a chair,0
train_09085,she opened the curtain when she woke up,she opened the shower curtain when she woke up,1
train_09086,lewis was having an affair with his girlfriend,lewis was having an affair with his boss,0
train_09087,hats protect the head from sun and rain,hats expose the head to sun and rain,1
train_09088,jack handed a word to her,jack handed a dictionary to her,0
train_09089,he lent me some money,he lent me some bills,1
train_09090,I gave him the key to break the door,I gave him the key to open the door,0
train_09091,lucy made some tea to serve the guest,lucy drank some tea to serve the guest,1
train_09092,paul has a picture taken with two Americas,paul has a picture taken with two Americans,0
train_09093,the boss made him do hard work all day,the boss made him do hard work all year,1
train_09094,I heard her singing in the next city,I heard her singing in the next room,0
train_09095,I could hear the rain pattered against the window,I could hear the rain pattered through the window,1
train_09096,my boyfriend grew me some roses on Valentine's Day,my boyfriend brought me some roses on Valentine's Day,0
train_09097,our teacher told us to make more effort in study,our teacher told us to make more mistakes in the study,1
train_09098,she made a beautiful cloth for the dinner party,she made a beautiful dress for the dinner party,0
train_09099,the advanced auto machine will save us a lot of labor,the advanced auto machine will cost us a lot of labor,1
train_09100,his success is due to his poor work,his success is due to his excellent work,0
train_09101,he turned to his teacher for a question in homework,he turned to his teacher for a question in the exam,1
train_09102,he tried hard to succeed to frustrate his parents,he tried hard to succeed to please his parents,0
train_09103,children are not allowed to drink beer,adults are not allowed to drink beer,1
train_09104,people became ignorant after they read the news,people became knowledgeable after they read the news,0
train_09105,caroline gave her dog a name,caroline asked her dog a name,1
train_09106,he prevented the car from going on the road,he prevented the car from going off the road,0
train_09107,franklin is singing in the choir,franklin is dancing in the choir,1
train_09108,Fiona wrote a shopping list after she went to the supermarket,Fiona wrote a shopping list before she went to the supermarket,0
train_09109,police officers enjoy eating donuts in spare time,police officers enjoy eating donuts in an emergency,1
train_09110,jill wrote a book with monsters,jill wrote a book about monsters,0
train_09111,she flew on a plane abroad,she flew on a fly abroad,1
train_09112,we talked too much that we all puked later,we ate too much that we all puked later,0
train_09113,tucker overdosed on heroin,tucker overdosed on candy,1
train_09114,he got dirty after he bought the house,he got dirty after he painted the house,0
train_09115,Ariel wanted to surprise Beth by buying her a puppy,Ariel wanted to surprise Beth by calling her a puppy,1
train_09116,larry put his swimsuit on for the meeting,larry put his leisure suit on for the meeting,0
train_09117,he put a piece of apple in his mouth,he put an apple in his mouth,1
train_09118,he printed a stamp on the letter,he posted a stamp on the letter,0
train_09119,alfred stopped at the drive-thru for a hamburger,alfred stopped at the drive-thru for a lobster,1
train_09120,"on the day of the concert, we went to the dining hall very early for seats","on the day of the concert, we went to the concert hall very early for seats",0
train_09121,they bought paper made of wood,they bought paper made of steel,1
train_09122,they hung out at the meeting room,they hung out at the coffee shop,0
train_09123,joey used a towel to dry himself,joey used a mop to dry himself,1
train_09124,wildfires are controlled by street fighters,wildfires are controlled by firefighters,0
train_09125,bees can understand each other's dancing,honey can understand each other's dancing,1
train_09126,he looked at the watch worn on his waist,he looked at the watch worn on his wrist,0
train_09127,sleeping bags keep him warm in the wild,sleeping pills keep him warm in the wild,1
train_09128,a secret is something that everyone knows,a secret is something that few people know,0
train_09129,he ate too much that his fart was smelly,he ate too much that his fart was sweet,1
train_09130,he chewed his food without swallowing,he swallowed his food without chewing,0
train_09131,he brought his gun for the hunt,he brought his gum for the hunt,1
train_09132,the yard was wet after several days of sunshine,the yard was wet after several days of rain,0
train_09133,the ship sailed across the icy waters of the Atlantic,the ship sailed across the iced waters of the Atlantic,1
train_09134,the ship turned sharply to get a collision,the ship turned sharply to avoid a collision,0
train_09135,the artist added more colors on his painting,the artist added more melodies on his painting,1
train_09136,he found a bat to play soccer,he found a ball to play soccer,0
train_09137,the student attended several lectures to learn from different professors,the student attended several lectures to teach different professors,1
train_09138,all the guest of the party sat onto the cake,all the guest of the party sat next to the cake,0
train_09139,mia got a discount on her groceries so she spent less money,mia got a discount on her groceries so she spent more money,1
train_09140,the sun is rising and it's getting dark outside,the sun is rising and it's getting bright outside,0
train_09141,the conversation is at the end so I hung up the phone,the conversation is at the beginning so I hung up the phone,1
train_09142,a canal was constructed next to the farmland for flood,a canal was constructed next to the farmland for irrigation,0
train_09143,the skydiver glided safely to the ground,the skydiver glided safely to the seabed,1
train_09144,after becoming immune to the disease the baby received the vaccine,after receiving the vaccine the baby became immune to the disease,0
train_09145,todd opened the window to let the fresh air in,todd opened the window to let the fresh air out,1
train_09146,the dog chased the cat up the tree,the dog chased the cat up the sofa,0
train_09147,jane painted a chair and put it aside,jane painted a chair and sat on it,1
train_09148,lily ordered a steak at a vegetarian restaurant,lily ordered a salad at a vegetarian restaurant,0
train_09149,he wanted to lose weight to fit into previous clothes,he wanted to lose weight to fit into future clothes,1
train_09150,"there is a huge, splendid cattle standing on the top of the hill","there is a huge, splendid castle standing on the top of the hill",0
train_09151,he found a check of one million dollars in his wallet,he found cash of one million dollars in his wallet,1
train_09152,he parked his car in the wrong place so he was asked to sell it,he parked his car in the wrong place so he was asked to move it,0
train_09153,sally cracked some eggs for the Christmas eggnog,sally hatched some eggs for the Christmas eggnog,1
train_09154,cindy said she was too good to go to school,cindy said she was too sick to go to school,0
train_09155,the old man was fined for littering in public,the old man was praised for littering in public,1
train_09156,jones gained some weight and his clothes fit loosely,jones lost some weight and his clothes fit loosely,0
train_09157,he left his dog at his home when he headed for work,he left his dog in his office when he headed for work,1
train_09158,the government built an aircraft roadway in the train station,the government built an aircraft roadway in the airport,0
train_09159,the cat licked her fur carefully,the girl licked her fur carefully,1
train_09160,to accommodate the bugs he converted the sofa into a bed,to accommodate the guests he converted the sofa into a bed,0
train_09161,my feet are tired because I have been standing up all day,my hands are tired because I have been standing up all day,1
train_09162,joanna made a pot of chill for dinner,joanna made a pot of chili for dinner,0
train_09163,penguins are birds that cannot fly,penguins are fish that cannot fly,1
train_09164,I attend a class in the principal room,I attend a class in the classroom,0
train_09165,one of the common reasons for flight delay is the traffic of the aircraft runway,one of the common reasons for flight delay is the mood of the pilot,1
train_09166,in windy days everyone had to hold onto their shoes,in windy days everyone had to hold onto their hats,0
train_09167,after eating I put the plate in the sink,after cooking I put the plate in the sink,1
train_09168,the boy read the novel aloud to his blind grandfather,the boy read the novel aloud to his deaf grandfather,0
train_09169,after a long time of sitting my foot went numb,after a long time of walking my foot went numb,1
train_09170,the photographer skipped the moment when the kids smiled,the photographer snapped the moment when the kids smiled,0
train_09171,I slipped on the wet floor,I slipped on the cracked floor,1
train_09172,the bar closed early because it was crowded,the bar closed early because it was empty,0
train_09173,he got pulled over by the police when he was speeding,he got pulled over by the police when he was parking,1
train_09174,the kid was spoiled and ran away from home,the kid was abused and ran away from home,0
train_09175,bosh realized he forgot something when he looked at his list,bosh realized he forgot something when he looked at his watch,1
train_09176,the bartender refused to serve the lonely patron,the bartender refused to serve the drunk patron,0
train_09177,the student received a scholarship for his excellent grades,the student received detention for his excellent grades,1
train_09178,a train went through a bridge and the inside of it went dark,a train went through a tunnel and the inside of it went dark,0
train_09179,the turtle hid in its shell to avoid an enemy,the turtle hid in its shell to hunt a fish,1
train_09180,the girl handed down her clothes to her elder sister,the girl handed down her clothes to her younger sister,0
train_09181,the bomb exploded when the terrorist set it off,the bomb was defused when the terrorist set it off,1
train_09182,the food he dropped was cooked by his dog,the food he dropped was ruined by his dog,0
train_09183,the book was deemed inappropriate for children,the book was deemed inappropriate for human,1
train_09184,the driver made a wrong turn and the trip took a shorter time,the driver made a wrong turn and the trip took longer time,0
train_09185,after I replaced the batteries the flashlight was on,after I replaced the batteries the flashlight was dead,1
train_09186,I scratched my skin to relieve scar,I scratched my skin to relieve the itch,0
train_09187,the burglar broke into my house without awakening me up,the burglar broke into my house without calling me up,1
train_09188,jason held the door for the woman entering before him,jason held the door for the woman entering behind him,0
train_09189,the mirror in the bathroom fogged up after she took a shower,the mirror in the bathroom fogged up after she applied her makeup,1
train_09190,the security guard let the man pass for his sneaky behavior,the security guard put the man down for his sneaky behavior,0
train_09191,the driver rotated the steering wheel and the car turned,the driver rotated the steering wheel and the car halted,1
train_09192,my shirt was tidy so I ironed it,my shirt was wrinkled so I ironed it,0
train_09193,the patient is getting better so the hospital sent him home,the patient is getting worse so the hospital sent him home,1
train_09194,we found no seats in the theater so we sat down,we found empty seats in the theater so we sat down,0
train_09195,the woman received a diploma after she graduated,the woman received an admission after she graduated,1
train_09196,emily came upon a river on the sidewalk,emily came upon a puddle on the sidewalk,0
train_09197,she covered her ears at the deafening alarm,she covered her ears at the smelly smoke,1
train_09198,the audience booed the comedian off the stage for his humor,the audience booed the comedian off the stage for his boredom,0
train_09199,the coach gave his player a high five,the coach gave the referee a high five,1
train_09200,bob said my breath smelled of garlic so I wiped my mouth,bob said my breath smelled of garlic so I brushed my teeth,0
train_09201,alex was lost so he bought a map,alex was lost so he drew a map,1
train_09202,tina pushed the gas pedal to open the car door,tina pushed the gas pedal to speed the car up,0
train_09203,sarah got away with the crime because new evidence was destroyed,sarah got away with the crime because new evidence was discovered,1
train_09204,I wiped the book with a tissue and the words on the cover came off,I wiped the book with a tissue and the dust on the cover came off,0
train_09205,the student chewing gum in class was forced to spit it out,the student chewing gum in class was forced to swallow it in,1
train_09206,jane brought her ID so she was denied entrance into the bar,jane forget her ID so she was denied entrance into the bar,0
train_09207,a comet collided the moon and a crater formed on it,a comet passed by the moon and a crater formed on it,1
train_09208,the benefactor requested to stay anonymous to maintain his reputation,the benefactor requested to stay anonymous to maintain his privacy,0
train_09209,janice felt ashamed of the scar on her face,janice felt ashamed of the smile on her face,1
train_09210,the x-ray showed that his arm was painted,the x-ray showed that his arm was broken,0
train_09211,the boy filled the bucket with sand,the boy filled the bucket with air,1
train_09212,taylor downgraded her computer hardware for a better experience,taylor upgraded her computer hardware for a better experience,0
train_09213,after a religious awakening she began to go to church,after a religious awakening she began to travel around,1
train_09214,I threw away some unnecessary contents and the drawers became cluttered,I put in some unnecessary contents and the drawers became cluttered,0
train_09215,the student flaunted his test grade to his classmates,the student flaunted his test grade to his pets,1
train_09216,the boy felt homesick at his parent's,the boy felt homesick in another country,0
train_09217,she launched a rocket and then it flew up into the sky,she designed a rocket and then it flew up into the sky,1
train_09218,the boy murmured his reply when his mother told him to speak up,the boy murmured his reply when his mother told him to whisper,0
train_09219,he put the flowers he just bought into the vase,he put the tree he just bought into the vase,1
train_09220,the lipstick on his cheek implied he blushed in front of a woman,the lipstick on his cheek implied he was kissed by a woman,0
train_09221,the gardener put fertilizer in the soil to make his plants flourish,the gardener put seeds in the soil to make his plants flourish,1
train_09222,the pipe burst because the water was unsanitary,the pipe burst because the water was frozen,0
train_09223,the company lost money due to its negative consumer reviews,the company lost money due to its positive consumer reviews,1
train_09224,ben woke up with a toothache so he skipped an appointment with his dentist,ben woke up with a toothache so he made an appointment with his dentist,0
train_09225,the team lost the game due to the injury of their best player,the team lost the game due to the injury of the referee,1
train_09226,children are not allowed to watch the movie because it's animated,children are not allowed to watch the movie because it's rated R,0
train_09227,paul deleted the email for it's a spam email,paul deleted the email for it's an important emailfalse : 1,1
train_09228,the student's grade was higher for the incorrect answer on the exam,the student's grade was lower for the incorrect answer on the exam,0
train_09229,the toddler started crying without his favorite toy,the toddler started crying with his favorite toy,1
train_09230,monica pushed herself off the top of the slide and crawled up,monica pushed herself off the top of the slide and glided down,0
train_09231,birds fly in the sky,humans fly in the sky,1
train_09232,he eats a table for dinner,he eats a cake for dinner,0
train_09233,I write with a pencil,I write with a comb,1
train_09234,he peels an apple with cotton,he peels an apple with a knife,0
train_09235,I enjoy dancing shows on TV,I enjoy dancing shows in radio,1
train_09236,Strikes will bring convenience to people's lives,Strikes will bring inconvenience to people's lives,0
train_09237,you acquire objects when you go shopping,you give objects when you go shopping,1
train_09238,he runs errands to spend money,he runs errands to earn money,0
train_09239,"If you want to get an answer, you will use a calculator","If you want to get a question, you will use a calculator",1
train_09240,You will sleep more if you want to get somewhere,You will study more if you want to get somewhere,0
train_09241,you feel fear when you advance into a battle,you feel sleepy when you advance into a battle,1
train_09242,You would cool off because you want to feel more exciting,You would cool off because you want to feel more comfortable,0
train_09243,You would hang out at the bar because you want to drink with friends,You would hang out at school because you want to drink with friends,1
train_09244,he closes his eyes while reading a magazine,he turns the pages while reading a magazine,0
train_09245,You would buy something small because you want to carry it with you,You would buy something big because you want to carry it with you,1
train_09246,Usually you need to invite animals to a party,Usually you need to invite friends to a party,0
train_09247,he needs to pay the cost of admission to go to a film,he needs to pay the cost of admission to go to the hospital,1
train_09248,he danced to ride his bicycle,He pedaled to ride his bicycle,0
train_09249,He used a breeze to cool the freshly cooked beef,He used a torch to cool the freshly cooked beef,1
train_09250,"I'm too full for lunch, so I'm going to eat more","I'm too full for lunch, so I'm going for a walk",0
train_09251,Today's knowledge is too difficult for me to understand,Today's knowledge is too simple for me to understand,1
train_09252,People usually read books they are not interested in,People usually read books they are interested in,0
train_09253,You can practice English by communicating more with others,You can practice English by speaking more Spanish,1
train_09254,It is especially good to harm a child,It is especially bad to harm a child,0
train_09255,You would enjoy the company of your friends because they hate the same people you do,You would enjoy the company of your friends because they like the people you hate,1
train_09256,babies are bigger than adults,babies are smaller than adults,0
train_09257,You are likely to find a weasel in a burrow,You are likely to find a bird in a burrow,1
train_09258,Something that might happen as a consequence of answering questions is you are dead,Something that might happen as a consequence of answering questions is you are correct,0
train_09259,You would go to a film because you want to be entertained,You would go to a film because you want to be nervous,1
train_09260,Standing in the snow makes you feel hot,Standing in the snow makes you feel cold,0
train_09261,boats sail on the water,boats sail on the sky,1
train_09262,I feel dirty after taking a bath,I feel clean after taking a bath,0
train_09263,Everyone's skin color is different,Everyone has the same skin color,1
train_09264,harder tires grip better in wet weather,Softer tires grip better in wet weather,0
train_09265,Disabled people's life is inconvenient,Disabled people's life is convenient,1
train_09266,Often do not eat breakfast will make people healthy,Often do not eat breakfast will make people sick,0
train_09267,Most girls make up,Most boys make up,1
train_09268,Human beings should destroy the environment,Human beings should not destroy the environment,0
train_09269,People shouldn't play pirated games,People should play pirated games,1
train_09270,"I did not water the flowers, so it opened very well","I watered the flowers every day, so it opened very well",0
train_09271,I want to go out for a picnic in fine weather,I want to go out for a picnic in bad weather,1
train_09272,"Cooking is a very boring thing, so I like it","Cooking is a very interesting thing, so I like it",0
train_09273,"I exercise every day, so I am very healthy","I never exercise, so I am very healthy",1
train_09274,Eating a lot makes me thin,Eating a lot makes me fat,0
train_09275,I want to have my hair cut because my hair is too long,I want to have my hair cut because my hair is too short,1
train_09276,I like to fail,I like to win,0
train_09277,a spring day would make you want to fly a kite,a winter day would make you want to fly a kite,1
train_09278,You are likely to find a piece of bread in a furniture store,You are likely to find a bookshelf in a furniture store,0
train_09279,He put a sheet of paper in the printer.,He put a basketball in the printer.,1
train_09280,You parked the boat in the garage,you parked your car in the garage,0
train_09281,a lot of people get hurt at war,a lot of people get hurt in sleep,1
train_09282,it is normal for people to use radio to play games,it is normal for people to use the computer to play games,0
train_09283,The space shuttle needs fuel to fly,The space shuttle needs water to fly,1
train_09284,Your father gave birth to you,Your mother gave birth to you,0
train_09285,he usually goes to the gym to do exercise,he usually goes to the gym to sleep,1
train_09286,people often go swimming in a car,people often go swimming in a pool,0
train_09287,he uses soap to clean himself,he uses a stone to clean himself,1
train_09288,He cooked a meal in a paper pot.,He cooked a meal in an iron pot.,0
train_09289,people usually dream when they fall asleep,people usually dream when they are awake,1
train_09290,he uses a lot of water to post a message,he uses a lot of words to post a message,0
train_09291,Students enhance their academic abilities by doing homework,students enhance their academic abilities by sleeping,1
train_09292,he uses water to warm himself,he uses fire to warm himself,0
train_09293,he is drunk because he drinks too much alcohol,he is drunk because he sleeps a lot,1
train_09294,He braked with his left foot while driving.,He braked with his right foot while driving.,0
train_09295,he drinks water when he is thirsty,he drinks oil when he is thirsty,1
train_09296,Eating more vegetables will kill people,Eating more vegetables will make people healthy.,0
train_09297,getting enough sleep will make you energetic,Getting enough sleep can make you exhausted,1
train_09298,Cutting short strings makes the guitar sound,Playing the strings makes the guitar sound,0
train_09299,Pour detergent into the washing machine to wash clothes,Pour ink into the washing machine to wash clothes,1
train_09300,Dieting is a way to gain weight,Dieting is a way to lose weight,0
train_09301,Most people work to earn money,Most people work to spend money,1
train_09302,males are those who get pregnant and give birth to the next generation,females are those who get pregnant and give birth to the next generation,0
train_09303,Concentration improves learning efficiency,Divergent attention improves learning efficiency,1
train_09304,Gravity can start an electronic device,Electricity can start electronic devices,0
train_09305,People usually have breakfast before lunch,People usually have breakfast after lunch,1
train_09306,He took a nap in the sink,He took a nap in the bed,0
train_09307,Teachers usually give lectures to students,Students usually give lectures to teachers,1
train_09308,Cinemas usually play movies after the lights are turned on,Cinemas usually play movies when the lights are off,0
train_09309,He filled the car with petrol and drove off,He filled the car with water and drove off,1
train_09310,She often competes with her classmates who are much worse than her,She often competes with her classmates who are equal to her grades,0
train_09311,He threw his hook into the lake to catch fish,He threw his hook into the lake to catch elephants,1
train_09312,I need newspapers to translate languages I don't understand,I need a dictionary to translate languages I don't understand,0
train_09313,Swimmers in swimming competitions usually need to wear swimsuits,Swimmers in swimming competitions usually need to wear down jackets,1
train_09314,She often observes the stars with a telescope in the daytime,She often observes the stars with a telescope at night,0
train_09315,He communicated with his friends by letter,He communicated with his friends by newspapers,1
train_09316,Arguing is a way of expressing love between couples,Kissing is a way of expressing love between couples,0
train_09317,Household cleanliness after housework,Households get dirty after housework,1
train_09318,"In most cases, you need a driving license to go to other countries","In most cases, you need a passport to go to other countries",0
train_09319,People usually go to bars for drinks,People usually go to bars for milk,1
train_09320,Students with poor eyesight mostly sit in the back rows of the classroom,Students with poor eyesight mostly sit in the front rows of the classroom,0
train_09321,"If you think TV programs are too loud, you can reduce the volume","If you think TV programs are too loud, you can increase the volume",1
train_09322,Usually the one who gets a lower score in basketball game wins the game,Usually the one who gets a higher score in basketball game wins the game,0
train_09323,He wrote a book review after reading the book,He wrote a book review before reading the book,1
train_09324,People usually travel to the other side of the earth on foot,People usually travel to the other side of the earth by plane,0
train_09325,"If you gain too much weight, you won't be able to wear the clothes you used to wear","If you lose too much weight, you won't be able to wear the clothes you used to wear",1
train_09326,People usually cry after hearing a funny joke,People usually laugh after hearing a funny joke,0
train_09327,a new hairstyle will give me a new look,a new hairstyle will give me the same look,1
train_09328,too much smoking can cure pulmonary disease,too much smoking can cause pulmonary disease,0
train_09329,"when you drive across the border, your car may be inspected.","when your car is inspected, you are driving across the border",1
train_09330,"it rarely winds in the desert, so the desert is dry","it rarely rains in the desert, so the desert is dry",0
